"OUTLET_ID","LATITUDE","LONGITUDE","DEALER_NAME","GSSN_OUTLET_ID","DEALER_PHONE","DEALER_FAX","DEALER_ADDRESS_LINE1","DEALER_ADDRESS_LINE2","DEALER_CITY","DEALER_STATE","DEALER_ZIP","DEALER_REGION_CODE","MAYBACH_DEALER_INDICATOR_FRANCHISE","ELITE_AMG_PERFORMANCE_CENTER","AMG_PERFORMANCE_CENTER_INDICATOR","SERVICE_ONLY_DEALER_INDICATOR","DEALER_PREMIUM_EXPRESS_INDICATOR","ZERO_EMISSION_VEHICLE_STATE_INDICATOR","FRANCHISE_MB","FRANCHISE_SM","FRANCHISE_SPRINTER","DEALER_WEBSITE","DEALER_WEBSITE_SERVICE","DEALER_WEBSITE_SALES","DEALER_COUNTRY","LANGUAGES_SPOKEN","CREATED_BY","CREATED_DATE","UPDATED_BY","UPDATED_DATE"
"36163","42.1654428","-72.5466342","Mercedes-Benz of Springfield","GS0055380","(413) 624-4100","(913) 677-1341","295 Burnett Rd.","","Chicopee","ma","1020","EASTERN","","","","","","","mb","","","","www.mbspringfield.com/schedule-service","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"84123","47.6709944","-117.1125118","Mercedes-Benz of Spokane","GS0056435","(509) 455-9100","(509) 838-6413","21802 E. George Gee Avenue","","Liberty Lake","wa","99019","WESTERN","","","","","","","mb","","","","www.spokanemercedes.com/service/service-appointment-request.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51241","40.9715","-74.081331","Mercedes-Benz of Paramus","GS0056982","(877) 373-0470","(201) 483-2780","755 Route 17","","Paramus","nj","7652","North East","","","","","","","mb","","","","www.prestigemb.com/schedule-my-service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55190","41.3160344","-74.1425301","Mercedes-Benz of Orange County","GS0056494","(201) 567-1400","(201) 567-2628","1 Mercedes Way","","Harriman","ny","10926","North East","","","","","","","mb","","","","www.mercedesbenzoforangecounty.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55201","42.965055","-78.688962","Mercedes-Benz of Buffalo","GS0002852","(716) 633-0088","(716) 633-1488","8185 Main Street","","Williamsville","ny","14221","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzbuffalo.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14118","26.517702","-81.866635","Mercedes-Benz of Fort Myers","GS0002716","(239) 433-8300","(239) 433-5546","15461 South Tamiami Trail","","Fort Myers","fl","33908","SOUTHERN","","","","","","","mb","","","","mercedesoffortmyers.com/xtime.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5215","36.837964","-119.808372","Mercedes-Benz of Fresno","GS0031072","1-559-438-0300","1-559-438-7262","7055 N. Palm Avenue","","Fresno","ca","93650","WESTERN","","","","","","","mb","","","","www.fresno.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"34117","39.2883049","-76.7696477","Mercedes-Benz of Catonsville","GS0032684","(410) 788-7744","(866) 803-3451","6631 Baltimore National Pike","","Catonsville","md","21228","1","","","","","","","mb","","","","www.mercedesbenzofcatonsville.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"47100","45.755753","-108.593401","Mercedes-Benz of Billings","GS0028513","(406) 294-7000","(406) 655-8574","3045 King Avenue West","","Billings","mt","59102","WESTERN","","","","","","","mb","","","","www.mbbillings.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39417","42.557459","-83.222105","Mercedes-Benz of Bloomfield Hills","GS0002804","(248) 644-8400","(248) 644-7444","36600 N. Woodward Avenue","","Bloomfield Hills","mi","48304","CENTRAL","","","","","","","mb","","","","www.mbbloomfield.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22117","41.910931","-87.666231","Mercedes-Benz of Chicago","GS0012307","(312) 614-1343","(312) 944-4934","1520 W. North Ave.","","Chicago","il","60642","CENTRAL","","","","","","","mb","","","","www.mercedesbenzchicago.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"1303","32.37762","-86.2092","Jack Ingram Motors, Inc.","GS0002649","(334) 277-5700","(334) 260-7263","217 Eastern Blvd.","","Montgomery","al","36124","Southern","","","","","","","mb","","","","www.jackingrammercedes.com/schedule-car-maintenance-or-auto-repair-montgomery-al","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14342","30.4122","-87.25183","Centennial Imports","GS0002725","(850) 432-9903","(850) 438-1302","3050 Navy Boulevard","","Pensacola","fl","32505","SOUTHERN","","","","","","","mb","","","","www.centennial.mercedesdealer.com/service-appointments.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"31403","38.251788","-85.641783","Tafel Motors, Inc.","GS0002780","(502) 896-4411","(502) 893-4720","4156 Shelbyville Road","","Louisville","ky","40207","Central","","","","","","","mb","","","","www.tafelmotors.com/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"25412","39.92688","-86.105489","World Wide Motors, Inc.","GS0002768","(317) 580-6800","(317) 580-6808","3900 East 96th St.","","Indianapolis","in","46240","Central","","","","","","","mb","","","","www.worldwidemotors.com/schedule-services","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"44101","32.439183","-90.1437297","Mercedes-Benz of Jackson","GS0012343","(601) 956-4211","(601) 978-1952","455 Steed Road","","Ridgeland","ms","39157","SOUTHERN","","","","","","","mb","","","","www.mercedesofjackson.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"25102","39.799369","-86.157","Mercedes-Benz of Indianapolis","GS0002767","(317) 924-5321","(317) 920-3208","2314 North Meridian St.","","Indianapolis","in","46208","CENTRAL","","","","","","","mb","","","","www.mercedesofindy.com/schedule-car-maintenance-or-auto-repair-indianapolis-in","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75563","27.5573587","-99.4485156","Mercedes-Benz of Laredo","GS0002937","(956) 721-4100","(956) 722-1988","6912 Bob Bullock Loop,","","Laredo","tx","78041","CENTRAL","","","","","","","mb","","","","www.mboflaredo.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"25101","40.4048741","-86.8664177","Mercedes-Benz of Lafayette","GS0002766","(765) 448-4582","(765) 448-1796","2911 East Main Street","","Lafayette","in","47904","CENTRAL","","","","","","","mb","","","","www.lafayette.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39100","42.899325","-83.631167","Grand Blanc Motorcars, Ltd.","GS0002802","(810) 695-4400","(810) 695-8027","9099 Holly Road","","Grand Blanc","mi","48439","CENTRAL","","","","","","","mb","","","","www.grandblancmercedesbenz.com/schedule-service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59215","36.069475","-80.340141","Mercedes-Benz of Winston-Salem","GS0002863","(336) 760-4580","(336) 659-5647","691 Jonestown Road","","Winston-Salem","nc","27114","SOUTHERN","","","","","","","mb","","","","www.mbwinstonsalemfinance.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"67207","40.085348","-76.344914","Mercedes-Benz of Lancaster","GS0002895","(717) 569-2100","(717) 569-7042","5100 Main Street","","East Petersburg","pa","17520","NORTHEAST","","","","","","","mb","","","","www.mboflancaster.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"54101","35.186831","-106.579641","Mercedes-Benz of Albuquerque","GS0002842","(888) 509-8838","(505) 338-8216","8920 Pan American NE","","Albuquerque","nm","87113","WESTERN","","","","","","","mb","","","","www.mercedesabq.com/Schedule-Service-Appointment.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"36200","42.378","-71.088899","Mercedes-Benz of Boston","GS0002801","(617) 666-4100","(617) 666-1025","259 Mc Grath Hwy.","","Somerville","ma","2143","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzofboston.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"66127","42.364278","-122.855656","Mercedes-Benz of Medford","GS0040745","(541) 774-1000","(541) 774-3557","3240 Crater Lake Avenue","","Medford","or","97504","WESTERN","","","","","","","mb","","","","www.mbmedford.com/schedule-car-maintenance-or-auto-repair-medford-or","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"72105","33.788778","-78.995341","Mercedes-Benz of Myrtle Beach","GS0022537","(843) 848-6800","(843) 848-6777","936 Jason Blvd.","","Myrtle Beach","sc","29577","SOUTHERN","","","","","","","mb","","","","www.mercedesbenzofmyrtlebeach.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"72100","34.827543","-82.346551","Carlton Motorcars, Inc.","GS0002909","(864) 213-8000","(864) 213-5966","2446 Laurens Road","","Greenville","sc","29607","SOUTHERN","","","","","","","mb","","","","www.carltonmb.com/serviceappmt.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"86102","43.029845","-88.183247","Mercedes-Benz of Elmbrook","GS0015140","(262) 821-5000","(262) 785-4179","2230 E. Moreland Blvd.","","Waukesha","wi","53186","CENTRAL","","","","","","","mb","","","","www.mbofelmbrook.com/schedule-a-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"67113","40.759682","-77.877692","Mercedes-Benz of State College","GS0002900","(814) 238-2447","(814) 234-9629","3220 West College Avenue","","State College","pa","16801","NORTHEAST","","","","","","","mb","","","","www.statecollegemercedes.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59104","36.059488","-79.870863","Mercedes-Benz of Greensboro","GS0002860","(336) 856-1552","(336) 856-0895","819 Norwalk","","Greensboro","nc","27407","SOUTHERN","","","","","","","mb","","","","www.greensboro.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"74303","35.90858","-84.123911","Mercedes-Benz of Knoxville","GS0002916","(865) 777-2222","(865) 777-2224","10131 Parkside Drive","","Knoxville","tn","37922","SOUTHERN","","","","","","","mb","","","","www.mercedesofknoxville.com/service/schedule-service","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"80133","36.843616","-76.148344","Mercedes-Benz of Virginia Beach","GS0035599","(757) 499-3771","(757) 499-7570","4949 Virginia Beach Blvd.","","Virginia Beach","va","23462","NORTHEAST","","","","","","","mb","","","","www.mercedesbenzofvirginiabeach.com/Schedule-Service.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"17115","33.513254","-82.051337","Mercedes-Benz of Augusta","GS0019408","(706) 860-1111","(706) 860-7241","3061 Washington Rd.","","Augusta","ga","30907","SOUTHERN","","","","","","","mb","","","","","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"22118","41.9680765","-88.7213502","Brian Bemis Imports","GS0012308","(815) 895-8105","(815) 895-8120","1875 Dekalb Avenue","","Sycamore","il","60178","CENTRAL","","","","","","","mb","","","","www.bemisimports.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"61406","46.871578","-96.845799","Valley Imports, Inc.","GS0002868","(701) 277-1777","(701) 277-1331","402 40th Street Sw","","Fargo","nd","58103","CENTRAL","","","","","","","mb","","","","valleyimports.pod12.adpserviceedge.com/appt2/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"59301","35.555695","-82.641207","Skyland Automotive, Inc.","GS0002867","(828) 667-5213","(828) 667-2116","255 Smoky Park Highway","","Asheville","nc","28816","SOUTHERN","","","","","","","mb","","","","www.skylandmercedesbenz.com/serviceappmt.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"67267","40.237764","-76.959163","Sun Motor Cars, Inc.","GS0002902","(717) 691-3333","(717) 691-8021","6677 Carlisle Pike","","Mechanicsburg","pa","17050","NORTHEAST","","","","","","","mb","","","","www.mercedes.sunmotorcars.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"80210","37.061527","-76.400653","Tysinger Motor Co., Inc.","GS0002946","(757) 865-8000","(757) 865-0420","2712 Magruder Blvd","","Hampton","va","23666","NORTHEAST","","","","","","","mb","","","","www.tysingermercedes.com/service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75188","29.497227","-95.110111","Mercedes-Benz of Clear Lake","GS0040384","(281) 554-9100","(281) 554-9190","500 Gulf Freeway South","","League City","tx","77573","CENTRAL","","","","","","","mb","","","","www.mercedesbenzclearlake.com/service/schedule-service","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"14208","30.453866","-86.639184","ZT Motors of Fort Walton Beach","GS0043130","(850) 863-2161","(850) 863-1217","1000 Beal Parkway","","Fort Walton Beach","fl","32547","SOUTHERN","","","","","","","mb","","","","www.fortwaltonbeach.mercedesdealer.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"74102","35.958791","-86.804596","Mercedes-Benz of Nashville","GS0002920","(615) 742-8000","(615) 242-0136","630 Bakers Bridge Avenue","","Franklin","tn","37067","SOUTHERN","","","","","","","mb","","","","mercedesbenzofnashville.com/xtime.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"86432","44.290845","-88.47072","Enterprise Motorcars, Inc.","GS0002965","(920) 749-2020","(920) 749-2030","3002 Victory Lane","","Appleton","wi","54913","CENTRAL","","","","","","","mb","","","","www.bergstrommercedesbenz.com/service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"32507","30.004204","-90.166999","Mercedes-Benz of New Orleans","GS0002782","(504) 456-3727","(504) 456-3712","3727 Veterans Blvd.","","Metairie","la","70002","SOUTHERN","","","","","","","mb","","","","www.mbofno.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5734","33.860898","-117.987791","House of Imports, Inc.","GS0002690","(714) 562-1100","(714) 562-1111","6862 Auto Center Drive","","Buena Park","ca","90621","WESTERN","","","","","","","mb","","","","www.imports.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"39132","42.682929","-84.42965","Okemos Auto Collection","GS0002806","(517) 853-2600","(517) 853-2660","2186 Jolly Road","","Okemos","mi","48864","CENTRAL","","","","","","","mb","","","","www.okemosautocollection.mercedesdealer.com/Online-Service-Scheduler.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"1117","30.689737","-88.116468","Mercedes-Benz of Mobile","GS0021910","(251) 472-2369","(251) 472-3321","3060 Dauphin Street","","Mobile","al","36606","SOUTHERN","","","","","","","mb","","","","www.mbofmobile.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"1120","34.747971","-86.690283","Mercedes-Benz of Huntsville","GS0028461","(256) 837-5753","(256) 830-1298","6520 University Drive NW","","Huntsville","al","35806","SOUTHERN","","","","","","","mb","","","","www.huntsville.mercedesdealer.com/service/schedule-an-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5606","36.5951","-121.891019","Mercedes-Benz of Monterey","GS0002672","(831) 375-2456","(831) 373-4212","498 Fremont St.","","Monterey","ca","93942","WESTERN","","","","","","","mb","","","","www.montereymercedes.com/schedule-service-appointment.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5752","34.160199","-118.827163","Mercedes-Benz of Thousand Oaks","GS0002696","(805) 371-5400","(805) 494-9688","3905 Auto Mall Dr.","","Thousand Oaks","ca","91362","WESTERN","","","","","","","mb","","","","www.star.mercedesdealer.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5127","34.071779","-117.903045","Mercedes-Benz of West Covina","GS0002670","(626) 859-1200","(626) 859-1279","1829 East Garvey Avenue North","","West Covina","ca","91791","WESTERN","","","","","","","mb","","","","www.penskemercedes.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5733","33.924879","-117.417666","Walter's Auto Sales and Service, Inc.","GS0002689","(951) 688-3332","(951) 687-7737","3213 Adams St./Auto Center Dr.","","Riverside","ca","92504","WESTERN","","","","","","","mb","","","","waltersautomotive.myvehiclesite.com/appt","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5705","33.798981","-118.342089","Mercedes-Benz of South Bay","GS0002685","(310) 534-3333","(310) 325-0892","3311 Pacific Coast Hwy.","","Torrance","ca","90505","WESTERN","","","","","","","mb","","","","www.southbay.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5257","34.158504","-118.497939","Mercedes-Benz of Encino","GS0040242","1-818-788-0234","1-818-783-9098","16721 Ventura Boulevard","","Encino","ca","91436","WESTERN","","","","","","","mb","","","","www.mbencino.com/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5154","34.028515","-118.486747","W.I. Simonson, Inc.","GS0002687","(310) 829-4511","(310) 453-9170","1626 Wilshire Blvd.","","Santa Monica","ca","90403","WESTERN","","","","","","","mb","","","","www.wisimonson.net/service/appointment-form.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"42406","44.971303","-93.449199","Sears Imported Autos, Inc.","GS0002811","(952) 546-5301","(952) 546-2899","13500 Wayzata Blvd.","","Minnetonka","mn","55305","CENTRAL","","","","","","","mb","","","","www.searsimports.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5747","33.545474","-117.675288","Mercedes-Benz of Laguna Niguel","GS0002694","1-949-347-3700","1-949-347-3920","One Star Drive","","Laguna Niguel","ca","92677","WESTERN","","","","","","","mb","","","","www.mblaguna.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5119","33.81168","-118.164444","Mercedes-Benz of Long Beach","GS0002668","(562) 988-8300","(562) 988-8260","2300 East Spring Street","","Signal Hill","ca","90755","WESTERN","","","","","","","mb","","","","www.mbzlongbeach.com/Schedule-Service.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5102","34.168503","-118.448599","Keyes European, LLC","GS0002663","(818) 461-3900","(818) 461-3991","5400 Van Nuys Blvd.","","Van Nuys","ca","91401","WESTERN","","","","","","","mb","","","","keyes.mercedesdealer.com/schedule-car-maintenance-or-auto-repair-van-nuys-ca","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51113","40.798122","-74.469949","Mercedes-Benz of Morristown","GS0002828","(973) 267-5000","(973) 267-8645","34 Ridgedale Avenue","","Morristown","nj","7962","NORTHEAST","","","","","","","mb","","","","www.mbmnj.com/schedule-car-maintenance-or-auto-repair-morristown-nj","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"42118","43.956019","-92.463403","Mercedes-Benz of Rochester","GS0036220","(507) 424-3001","(507) 424-2020","4447 Canal Place SE","","Rochester","mn","55904","CENTRAL","","","","","","","mb","","","","www.mbofrochester.com/schedule-car-maintenance-or-auto-repair-rochester-mn","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75152","26.19147","-97.663059","Cardenas Metroplex","GS0025488","(956) 428-2369","(956) 423-6200","111 South Loop 499","","Harlingen","tx","78550","CENTRAL","","","","","","","mb","","","","www.cardenasmetroplex.com/schedule-car-maintenance-or-auto-repair-harlingen-tx","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55116","40.921107","-73.764118","Mercedes-Benz of New Rochelle","GS0014986","(914) 275-4000","(914) 834-2944","77 East Main Street","","New Rochelle","ny","10801","NORTHEAST","","","","","","","mb","","","","www.mbnewrochelle.com/schedule-car-maintenance-or-auto-repair-new-rochelle-ny","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"74320","35.106978","-89.882168","Mercedes-Benz of Memphis","GS0002919","(901) 345-6211","(901) 345-6928","5389 Poplar Avenue","","Memphis","tn","38119","SOUTHERN","","","","","","","mb","","","","www.mbofmemphis.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"49702","36.144001","-115.251929","Fletcher Jones Imports","GS0002825","(702) 364-2700","(702) 364-2821","7300 West Sahara Avenue","","Las Vegas","nv","89117","WESTERN","","","","","","","mb","","","","www.fjimports.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"42418","44.858016","-93.342348","Feldmann Imports, Inc.","GS0002812","(952) 837-6300","(952) 837-6367","4901 American Boulevard West","","Bloomington","mn","55437","CENTRAL","","","","","","","mb","","","","feldmannimports.myvehiclesite.com/appt","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5646","34.141277","-118.0325733","Mercedes-Benz of Arcadia","GS0002682","(626) 701-8904","(626) 447-3337","101 N Santa Anita Ave","","Arcadia","ca","91006","WESTERN","","","","","","","mb","","","","www.rusnakarcadia.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"75167","26.197716","-98.148306","Mercedes-Benz of San Juan","GS0030412","(956) 787-4400","(956) 787-4490","400 East Expressway 83","","San Juan","tx","78589","CENTRAL","","","","","","","mb","","","","www.mbsanjuantx.com/schedule-car-maintenance-or-auto-repair-san-juan-tx","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"49108","36.0448463","-115.0266633","Mercedes-Benz of Henderson","GS0022475","(702) 485-3000","(702) 485-3000","925 Auto Show Drive","","Henderson","nv","89014","WESTERN","","","","","","","mb","","","","www.mbofhenderson.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5101","33.652902","-117.866735","Fletcher Jones Motorcars","GS0002662","(949) 718-3000","(949) 718-3100","3300 Jamboree Road","","Newport Beach","ca","92660","WESTERN","","","","","","","mb","","","","www.fjmercedes.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5191","33.675411","-117.65986","Mercedes-Benz of Foothill Ranch","GS0026422","1-949-328-8800","1-949-328-8701","81 Auto Center Drive","","Foothill Ranch","ca","92610","WESTERN","","","","","","","mb","","","","www.mbfoothill.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5188","34.2294264","-119.1570407","Mercedes-Benz of Oxnard","GS0025489","(805) 604-6500","(805) 604-6599","1511 Auto Center Drive","","Oxnard","ca","93036","WESTERN","","","","","","","mb","","","","www.oxnard.mercedesdealer.com/ServiceApptForm.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5758","34.138349","-118.254899","Calstar Motors, Inc.","GS0002698","(818) 246-1800","(818) 242-4990","700 South Brand Boulevard","","Glendale","ca","91204","WESTERN","","","","","","","mb","","","","www.calstarmercedes.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51114","40.689563","-74.304026","Ray Catena of Union LLC","GS0002829","(908) 379-7200","(908) 729-7298","2585 Route 22 West","","Union","nj","7083","NORTHEAST","","","","","","","mb","","","","www.raycatenaunion.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55107","40.834802","-73.367975","Mercedes-Benz of Huntington","GS0012361","(631) 549-2369","(631) 549-3295","1103 East Jericho Turnpike","","Huntington","ny","11743","NORTHEAST","","","","","","","mb","","","","www.mbhuntington.com/service/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5235","34.06547","-117.571803","Mercedes-Benz of Ontario","GS0034612","(909) 212-8400","(909) 212-8499","3787 East Guasti Road","","Ontario","ca","91761","WESTERN","","","","","","","mb","","","","www.mbontario.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"5256","33.486493","-117.211222","Mercedes-Benz of Temecula","GS0039400","(951) 216-7800","(951) 216-7889","40910 Temecula Center Drive","","Temecula","ca","92590","Western","","","","","","","mb","","","","www.mbtemecula.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"9115","41.16711","-73.226329","Mercedes-Benz of Fairfield","GS0012267","(203) 368-6725","(203) 337-4484","165 Commerce Drive","","Fairfield","ct","6825","NORTHEAST","","","","","","","mb","","","","www.mercedesfairfield.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55172","40.591792","-73.994953","Mercedes-Benz of Brooklyn","GS0035597","(718) 258-5100","(718) 859-3230","1810 Shore Parkway","","Brooklyn","ny","11214","NORTHEAST","","","","","","","mb","","","","www.brooklyn.mercedesdealer.com/service/index.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"56113","40.759445","-73.997123","Mercedes-Benz Manhattan, Inc.","GS0044917","(212) 629-1600","(212) 760-0663","770 11th Avenue","","New York","ny","10019","NORTHEAST","","","","","","","mb","","","","www.mbmanhattan.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55126","40.89908","-72.374754","Mercedes-Benz of Southampton","GS0002858","(631) 204-2500","(631) 702-8020","575 County Road 39","","Southampton","ny","11968","NORTHEAST","","","","","","","mb","","","","www.mbofsouthampton.com/schedule-service.htm","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51138","41.079345","-74.736299","Mercedes-Benz of Newton","GS0002832","(973) 383-8300","(973) 300-4999","92 Hampton House Road","","Newton","nj","7860","NORTHEAST","","","","","","","mb","","","","www.intercarmb.com/maintenance-schedules/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55106","41.101601","-73.99763","Mercedes-Benz of Nanuet","GS0012358","(845) 624-1500","(845) 623-1256","99 Route 304","","Nanuet","ny","10954","NORTHEAST","","","","","","","mb","","","","www.mbnanuet.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51147","40.272943","-74.708708","Mercedes-Benz of Princeton","GS0002836","(609) 771-8040","(609) 771-9384","2910 Route 1","","Lawrenceville","nj","8648","NORTHEAST","","","","","","","mb","","","","www.mbprinceton.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51144","40.524304","-74.855969","Mercedes-Benz of Flemington","GS0020176","(908) 788-0003","(908) 788-9414","135 Route 31","","Flemington","nj","8822","1","","","","","","","mb","","","","www.mbflemington.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51142","40.891874","-73.973571","Benzel-Busch Motor Car Corp.","GS0002834","(866) 751-2754","(201) 567-0218","28 Grand Avenue","","Englewood","nj","7631","NORTHEAST","","","","","","","mb","","","","www.mercedes.benzelbusch.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"51158","40.577603","-74.582635","Open Road of Bridgewater","GS0029115","(908) 685-0800","(908) 685-0840","1250 Route 22 East","","Bridgewater","nj","8807","NORTHEAST","","","","","","","mb","","","","www.openroadmercedesbenz.com/Schedule-Service.html","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55143","41.0284","-73.774549","Mercedes-Benz of White Plains","GS0002848","(914) 949-4000","(914) 949-4024","50 Bank Street","","White Plains","ny","10606","NORTHEAST","","","","","","","mb","","","","www.mbwhiteplains.com/schedule-car-maintenance-or-auto-repair-white-plains-ny","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"56106","40.7588","-73.7746","Helms Bros., Inc.","GS0002855","(718) 631-8181","(718) 279-3372","208-24 Northern Blvd.","","Bayside","ny","11361","NORTHEAST","","","","","","","mb","","","","www.helmsbros.com/schedule-car-maintenance-or-auto-repair-bayside-ny","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
"55109","40.804831","-73.642699","Rallye Motors LLC","GS0002844","(516) 625-1600","(516) 625-0889","1600 Northern Blvd.","","Roslyn","ny","11576","NORTHEAST","","","","","","","mb","","","","www.rallyemotors.com/service/schedule-service/","","us","en","StarEai","10/1/2018","StarEai","10/1/2018"
